nagromadzenie G2_następstwo
opisanie G1_historia
hipermarket krakowski
policjant podstawiony
święty SUBJ_lekceważyć
rywal G1_anglik
jesion mały
zjadliwość G1_bakteria
pole AND_targowisko
impuls AND_wirtuoz
zajęcie G1_bośnia
stajenka AND_szopek
filozofia G2_humanizm
maik SUBJ_spędzać
kolega G2_prześciganie
uchwalenie SUBJ_przynieść
on G2_opracowywanie
kierunek trudny
obóz umocniony
wspólnota G1_sądeczanin
wyciszenie G1_hałas
kaznodzieja AND_autor
przekazywanie G1_nakaz
osłona G1_ramię
parys AND_adam
obrazowanie AND_reprezentacja
potraktowanie powierzchowny
caritas SUBJ_otrzymać
bach G2_dostanie
lodówka AND_gumoleum
cząsteczka utworzony
temat G1_ryczałt
przestępstwo G2_brzmienie
szept przejmujący
porządek AND_umiarkowanie
zawód SUBJ_sponsorować
zatoka G2_rejon
potęga G2_świadek
temperament G1_pirat
podglebie G2_ciemność
uzasadnienie G1_podtrzymanie
rozrzut AND_rażenie
temat G1_transakcja
odtwarzacz AND_tworzenie
łąka G2_zalewanie
wstęp G1_bertrand
wszechświat SUBJ_podbić
wiewiórka SUBJ_położyć
przeprowadzanie AND_winorośl
norman G2_powieść
postać G1_wilk
dosprzętowienie AND_utrzymanie
symbol SUBJ_zobrazować
sereda SUBJ_różnić
dziecko SUBJ_zamęczać
talent G2_pożywka
impreza światowy
zbigniew AND_ciba
komisarz SUBJ_odepchnąć
łapa G2_kształt
kolec G1_kość
strajk AND_katastrofa
testowanie G1_reforma
bitwa G1_kościuszka
uproszenie SUBJ_być
jędrność AND_barwność
decyzja G1_parkiet
następstwo AND_związek
styl SUBJ_zdefiniować
maria G1_słupsk
przestępstwo religijny
natura SUBJ_pęcznieć
tabliczka stosowny
oszustwo kolejny
awangarda G2_izolacjonizm
przesuwanie G2_przyczyna
pojazd SUBJ_stoczyć
rozczarowanie polityczny
rewizja AND_indagacja
element G1_stereotyp
zamiar G1_podbicie
serwis SUBJ_odwieść
rozprawa SUBJ_stawić
zmysł G2_niedorozwój
szkuner SUBJ_stanąć
sejm SUBJ_ulegnąć
renesans G1_płyta
milczenie G1_chłop
zdolność AND_transakcja
tomista polski
zadanie G2_rodzaj
morderstwo G2_świadek
wypłacenie SUBJ_zaksięgować
habit SUBJ_nazywać
historia G1_kosmetologia
kotwica G2_przedstawiciel
siła AND_komponent
mściwość AND_fałsz
wykonywanie G2_iluzja
nawrót G1_objaw
dodatek dzisiejszy
budowanie AND_kreatywność
kant G1_karoseria
pies AND_noworodek
opracowanie G1_wystąpienie
psychoza SUBJ_robić
gardziołko SUBJ_boleć_boli
przywódca SUBJ_czerpać
potrzeba G1_gromadzenie
samoobrona G2_komitet
reforma G1_energetyka
lustracja G2_tydzień
wyskok G1_lawa
obliczenie SUBJ_wykonać
krew G2_oddanie
dziennik szwajcarski
ulepszanie G1_rasa
dogmat SUBJ_wygłaszać
literatura G2_adept
wdrożenie celowy
atmosfera SUBJ_zbudować
dembowski G1_bycie
kroll G2_dyktatura
minister czasowy
center G1_kultura
broszka AND_puzderko
fortuna SUBJ_wykopać
mirosława AND_dawidowicz
wyposażenie G2_ciężar
tajemnica G1_okoliczność
lód G2_ręka
wyjaśnienie G2_komornik
powód G1_przywrócenie
szlachcic AND_wieśniak
pilot G2_stowarzyszenie
rynek SUBJ_ożyć
wpływ G1_lek
zdrówko G2_słonko
duch SUBJ_wzmocnić
jasio SUBJ_odwrócić
obowiązek G1_podpisanie
uciekanie SUBJ_przejawić
wahadło G2_przechylenie
propozycja G2_egzegeza
jak G1_szczeniak
recytator AND_plastyk
przeinaczenie AND_pomówienie
buduarek mały
nagroda skromny
bezrobocie potężny
szopkarz SUBJ_skupić
piotruś G1_frytka
wiesława G2_dyrektor
gruczoł SUBJ_usuwać
czernomyrdin G2_decyzja
rzeźnik AND_cukiernik
dojrzałość AND_depresja
przemyślanin SUBJ_zapłacić
wybuch G1_polskość
kontrabas AND_klarnet
liverpool SUBJ_opanować
garnizon SUBJ_skapitulować
ter SUBJ_przejąć
czynnik SUBJ_omówić
życie G1_egipcjanin
żeliwo AND_aluminium
surma G2_akord
mięso SUBJ_delikatnieć
dotykanie SUBJ_uniknąć
poczucie AND_zażenowanie
przejście ewolucyjny
ucieczka SUBJ_ułatwiać
zbadanie G2_propozycja
spotkanie G1_iza
powstawanie G1_uniwersytet
oficyna różny
niemcy G1_kontruderzenie
szaleństwo AND_absurd
postawa głęboki
teza G2_odtworzenie
zawiłość wszelki
stan G1_upicie
telewizja G2_zaleta
lekceważenie G1_różnica
marysia AND_bogdan
marks G2_książka
zależność G2_postać
fan G1_violetta
dłoń zniszczony
zwój ostatni
mentorstwo G2_rodzaj
pracownia G2_gruz
górnik G2_prośba
otwartość SUBJ_oferować
świetlica AND_wsparcie
adaptacja G1_treść
podtrzymanie G1_egzystencja
mnóstwo AND_kadłub
osiedle G2_śląsk
dzielenie SUBJ_podzielić
elvis SUBJ_przychodzić
elewacja południowy
projekcja SUBJ_przebiegnąć
inwestytura G2_prawo
uderzenie AND_zadrapanie
ostoja G1_bocian
hall SUBJ_zachwiać
przepływ G2_teoria
zasada AND_gaza
nowak AND_kwiatkowski
boy G1_hotel
idea AND_księgowy
autogaz G2_próbka
przyzwolenie G1_ustawodawca
pazerność G1_generalicja
aresztowanie SUBJ_przybrać
dworzec stary
kierownica AND_ustalenie
jezus G2_życiorys
melancholia SUBJ_gubić
kluseczek AND_brokuł
zasięg G2_powód
gorset G2_pomoc
dostarczenie G2_gotowość
gonokok G1_wielkość
oczytanie SUBJ_wymagać
wygodnictwo G2_przejaw
żandarmeria AND_dowództwo
kierowca SUBJ_czołgać
hala AND_usługowiec
ręka G1_gestapowiec
program nadzwyczajny
odkrycie G1_pomyłka
rozbudowa AND_odbudowa
solarium SUBJ_woleć
mieszkaniec G1_wieżowiec
rabin SUBJ_wysyłać
pobocze SUBJ_wskazywać
plansza G2_teren
optymizm AND_wigor
coś AND_zażenowanie
szkoda AND_zasądzenie
przedział G1_ufność
małżonek AND_warunek
wierzycielka AND_ala
ruch fantastyczny
kryterium sprawiedliwy
etos SUBJ_trafiać
pojęcie SUBJ_zyskiwać
kadra G1_czechy
laureatka jedyny
matka SUBJ_zawołać
bitwa pięciodniowy
strażak AND_chody
głos G2_łam
waldemar G2_obiektyw
ania G2_marynarka
społeczność G2_samoorganizacja
żak AND_tadeusz
uczynienie G2_konieczność
dawanie AND_odrodzenie
wykonawca śląski
robienie G2_żądza
przenoszenie G1_moment
ujęcie dawny
inwestycja G2_netto
jol AND_king
ulepszenie G2_program
doktorek SUBJ_wynająć
łuszczka G2_katarzyna
wprowadzenie G2_trud
kontener AND_auto
operacja SUBJ_krytykować
świta SUBJ_kreować
rumunia G1_leże
dobroć SUBJ_wychwalać
amon SUBJ_panować
sektor AND_działo
łóżko SUBJ_wrzucić
woda G2_netto
niepełność AND_niedokładność
teoria G2_docent
przyrost G1_aktyw
szukanie G1_sponsor
albańczyk SUBJ_wedrzeć
klatka SUBJ_pomagać
wyłączność G2_klauzula
rozwój AND_intensyfikacja
mirosław G2_fan
problem G1_napis
wykroczenie ewentualny
wiara SUBJ_ubogacać
tracenie G2_poczucie
korona walcowaty
poszukiwacz G2_przygoda
waliza cały
bebech poskręcany
dywersja AND_szpiegostwo
wyzwanie G1_gospodarka
roman G2_miliard
mieszko SUBJ_włączyć
oliver G2_sprawa
zwichnięcie G1_produkcja
hipermarket G1_kontrola
miód AND_czosnek
komizm G2_źródło
rozwiązanie SUBJ_korelować
mauzoleum G2_budowa
ptak AND_sosna
nietolerancja AND_rasizm
artylerzysta australijski
rzecz dziwaczny
deklaracja AND_spekulacja
ingusz SUBJ_rościć
temat G1_grubas
on G2_saszka
kwadrans SUBJ_ograć
dodatek G2_wliczanie
światełko G1_statek
reduta AND_balik
odwrót powolny
pojęcie SUBJ_wyprzeć
staż SUBJ_dostawać
tramwaj SUBJ_skrzypieć
śpiwór SUBJ_wisieć
pożywienie SUBJ_przestać_przestoi
aureola SUBJ_otoczyć
psychiatra SUBJ_przejawiać
spojówka AND_rogówka
obiekt niewielki
stanisława G2_samotnik
trójka SUBJ_przejmować
ropa AND_posiadanie
ślub G1_emilia
ziemia G2_przedział
pełnomocnictwo AND_uprawnienie
jajko G2_jedzenie
dziedzina G1_zapamiętywanie
potencja SUBJ_osłabiać
ozdoba G1_kuchnia
przytułek G2_rola
beza G2_graca
operacja AND_choroba
osoba SUBJ_dopowiadać
zasobność SUBJ_wzrosnąć
reakcja AND_relacja
jęczmień AND_ryż
potwór zwykły
użyteczność AND_opłacalność
żużel G1_hania
struktura osobowy
płaskorzeźba gotycki
bronisław AND_leokadia
zobowiązanie ewentualny
koniec AND_połów
altana AND_kurnik
kolano AND_bicie
zmiana najwyższy
impreza G2_zawodniczka
sos AND_ser
zaangażowanie G1_wójt
przekształcanie AND_sublimowanie
męka AND_krzywda
notebook SUBJ_przejmować
błąd AND_niechlujstwo
spożywanie SUBJ_zasiedlać
zmiana AND_korelat
oblężenie G1_przedpole
jodek SUBJ_dawać
przemoc AND_erotyzm
deser AND_posiłek
pożądanie SUBJ_nasycać
lordoza SUBJ_pogłębiać
arogancja AND_władczość
przechowywanie AND_pobieranie
hasło SUBJ_opracowywać
kuratorium małopolski
żywiec AND_mięso
dyskusja G2_strona
antek G1_mach
obfitość G1_układ
orzeźwienie AND_ulga
patent G2_mnóstwo
opieczętowanie SUBJ_móc
masło SUBJ_stopić
piłkarz SUBJ_zasilić
miesiąc G1_areka
oglądanie G1_pogoda
styl G1_etykieta
maszyna G2_zrobienie
kołnierzyk SUBJ_podnieść
amator G1_kolekcjonowanie
krążenie G1_pierścień
deska SUBJ_transportować
kawalątko SUBJ_iść
koncesja G2_nadanie
skutek G1_wytworzenie
uchylenie ponowny
miejsce gwarantowany
widz G2_wzruszenie
kobieta G2_adwokat
wybieranie SUBJ_wznowić
naświetlanie SUBJ_uszkadzać
produkcja AND_klonowanie
wódka G2_dominacja
król suwerenny
marnotrawstwo G2_przejaw
jackson SUBJ_nakłonić
wybór G2_waga
niniwa starożytny
tydzień G1_bajka
połamaniec SUBJ_zwozić
cena SUBJ_spadać
chrzciny G1_wnuk
pomidor G2_historia
dźwięk G1_młotek
nos G1_bogdan
konstelacja różny
orkiestra SUBJ_objeżdżać
kreska G1_ania
współzawodnictwo G1_służba
wtargnięcie fizyczny
lampka SUBJ_wynieść
redakcja SUBJ_uczcić
spotkanie milczący
rosjanka SUBJ_przyciągnąć
pragnienie ewentualny
jednostka czynny
sąsiadek SUBJ_zorganizować
literek SUBJ_ułożyć
głowa G1_pupil
franciszek SUBJ_zerkać
powódka G2_wniosek
szoferka G2_bałagan
staruszek SUBJ_przewrócić
lilia AND_róż
reklamodawca G2_większość
kultura G2_płytka
prezes naczelny
saldo SUBJ_wzróść
modyfikacja AND_konstruowanie
raport AND_statystyka
twórca G1_mirosława
regulamin G2_światło
nos AND_ręka
namawianie AND_kuszenie
klient G1_wal
galeryjka SUBJ_lubić
pirotechnik SUBJ_podsycić
zjadacz G2_wieszcz
kanarek G2_liczba
atrakcja G1_gmina
wszechświat mnogi
łapiński AND_sławomir
ręka G1_opozycja
piła AND_ostrów
niemiec SUBJ_pamiętać
stevens SUBJ_zasypywać
wiadomość SUBJ_wytrącić
stanowienie SUBJ_poprawić
intensyfikacja AND_profilaktyka
fabryka G1_koncentrat
socjotechnika AND_ekonomia
ospa G2_likwidacja
lokal SUBJ_oznaczyć
zdobywanie AND_przyszłość
rozmiar SUBJ_zwiększać
bramka AND_holandia
orkiestra SUBJ_brzmieć
wcielenie G1_sztampa
użytkownik G2_świadomość
powierzenie G1_prezesura
białorusinka G1_jan
powab G1_tychy
dawid G2_rzeźba
papier stabilny
ładunek zapalony
wynik fałszywy
baptysta AND_prezbiterianin
budowanie G1_uczestnictwo
chłopiec SUBJ_wycinać
fragment G2_odwodnienie
podstarości AND_sługa
józef G2_wybrzeże
bój G1_żołnierz
częstotliwość SUBJ_przekraczać
kuratorium G2_głód
polska średniowieczny
władzia SUBJ_przynieść
błąd G1_wyznawca
ład AND_dostojność
widowisko SUBJ_nakładać
nazista SUBJ_wypędzić
wyścig AND_nieoczekiwanie
żywioł G1_improwizacja
koło utworzony
państwo SUBJ_wpompowywać
synteza przedwczesny
maria AND_marzena
niewiasta nieuczony
drab G2_bok
tylka AND_bliskość
grzeszczak SUBJ_twierdzić
drobiazg codzienny
obrońca AND_marka
obrońca AND_stróż
stuk G1_wiadro
działalność G2_symbolika
ozdoba SUBJ_robić
obsługa G2_wyłączenie
wyprzedzanie G1_sąsiad
zawód SUBJ_ciosać
metoda SUBJ_wybaczyć
zadrażnienie AND_konflikt
boguś SUBJ_uśmiechać
miliard SUBJ_korzystać
nabycie AND_cena
uśmieszek kpiący
rozwój G2_kontekst
piwo marny
rodzina G1_mrozik
brat nieślubny
restrukturyzacja AND_wspomaganie
zawistnik SUBJ_nazywać
poruszenie AND_trwanie
funkcja G1_stanko
jakość G1_odpływ
koń G2_oglądanie
wydarzenie G2_ogrom
pan G1_rybak
książka G1_bieńkowski
kompania SUBJ_zrzeszać
monotonia AND_powtarzalność
obrazek G2_efekt
kaszel G2_postać
opieka AND_uratowanie
lekarz AND_dawka
tyrania SUBJ_runąć
koziorożec AND_wodnik
projekcja SUBJ_kontynuować
efektor G2_przykład
obiad SUBJ_dobiegnąć
tadeusz AND_lewandowski
oś G1_robot
wypróżnienie SUBJ_stanąć
wydawca G2_przedstawicielstwo
odległość G1_strzelanie
szelest AND_szum
pręt AND_kij
ciało SUBJ_przykrywać
jadłodajnia AND_jak
komar AND_tadeusz
opowieść SUBJ_tyczyć
niechęć manifestowany
przypadek G1_ogumienie
marzenie G2_partia
odzież pozwany
pretekst G1_poprawianie
europeistyka AND_socjologia
umiejętność G1_przekręcanie
ratusz G1_teatr
niebiosa SUBJ_zamieszkiwać
księga SUBJ_postulować
kultura G2_poddanie
ukazywanie AND_mason
stoisko firmowy
naszyjnik G2_składanie
niechęć SUBJ_skurczyć
barwa ziemisty
zalecenie G1_lojalność
psycholog SUBJ_zaprosić
ślizg AND_warkot
zagrożenie trwający
pierzyna G2_jak
koszula G1_wujenka
hitler G2_rok_roki
wyjątek SUBJ_wyprowadzać
uzupełnienie G1_postulat
jerzy G2_bielsko
alicja AND_janusz
kochanie powolny
trawienie G1_chromatyna
roszczenie G2_uzyskiwanie
deseń SUBJ_zbiegać
gorączka AND_pot
wniosek G1_najemca
adres właściwy
prokurator SUBJ_czynić
zew SUBJ_poczuć
las G2_krąg
unia G2_sprzeciw
jawność AND_jasność
przygoda SUBJ_przeciągnąć
junior SUBJ_studiować
otarcie AND_oparzenie
papier AND_szczotka
goprowiec AND_pogranicznik
stacja G2_asystent
honor SUBJ_polegać
chłopak G2_słowo
siatkarka SUBJ_przylgnąć
sformułowanie brzydki
chorej SUBJ_przejawić
charakter G1_mariola
pomoc G1_chorągiewka
informacja SUBJ_przeanalizować
sygnaturka G2_umieszczanie
wykradzenie G1_on
etiuda SUBJ_zagrać
wykorzystanie dowolny
poseł znajomy
center G1_szymkowiak
obraz G2_odzyskanie
drezno AND_hamburg
majchrzak AND_adam
pomniejszanie G1_głowa
kuchnia G2_posłuszeństwo
bezkarność AND_eksces
jak AND_pięcioksiąg
sprężynówka AND_kultywator
akwizycja G2_system
integracja trwały
znajomość G1_ceremoniał
wykluczanie G2_okres
teresa SUBJ_doskoczyć
sąsiedztwo nowy
materiał SUBJ_odpalać
komentarz SUBJ_ulatywać
wole AND_cierpliwość
krzyż SUBJ_ująć
istota SUBJ_zaciemnić
akredytywa AND_przedpłata
kleopatra SUBJ_nosić
szturmowanie G2_czas
przedłużanie niepotrzebny
ogrodzenie G1_przedszkole
paczek AND_czasopismo
szczęście SUBJ_rozpierać
związek SUBJ_zaapelować
chów naturalny
osoba AND_wyrostek
nadzór G1_nadzorca
budżet G2_zaskarżenie
gwóźdź G2_garść
samiec najlepszy
nasienie SUBJ_oferować
rozdzielczość G2_normalizacja
autostrada SUBJ_pobiec
nawrócenie G2_dar
ściek SUBJ_opływać
wydanie G1_konosament
porastanie AND_zawilgocenie
debata SUBJ_napawać
odczyt SUBJ_opóźnić
odblask G1_pożar
ewa SUBJ_zatrząść
podstawa G1_zezwolenie
fraza SUBJ_wzrosnąć
sala SUBJ_rozpalić
krzyżanowski G2_skierowanie
teza G2_schizofrenia
drugoklasista G2_grupa
witraż AND_biżuteria
picie G2_bufet
zgromadzenie AND_impreza
marketing G2_sfera
sugestia SUBJ_przyjmować
wariant G1_decyzja
mirosław SUBJ_poszukiwać
pochodzenie SUBJ_ciekawić
błoto G2_mora
statek G2_malowanie
baszczyński AND_stolarczyk
flota szósty
rzym SUBJ_zgadzać
dane G1_stypendium
trockista zachodnioeuropejski
likwidator AND_rzeczoznawca
mieszko G2_ostrowiec
zawód G1_ślusarz
przedwiośnie AND_zima
wydanie skrócony
przedłużenie AND_auto
ogół G1_przygoda
smak stęchły
stawianie G2_operacja
dekompozycja G1_scena
zamczysko opuszczony
lęk AND_bezsilność
pośrednik G2_czynność
pióropusz G1_jacek
naprawa G2_zwolennik
puszek kolejny
turek SUBJ_przyznawać
szczur G1_świat
odnalezienie G2_łatwość
argument AND_wątek
korzenie AND_korozja
tarcza SUBJ_pękać
klasa AND_epoka
córka AND_pasierb
modelka SUBJ_dowiedzieć
trójkąt G2_państwo
organ AND_zarodek
przesunięcie G1_tomasz
trójka AND_beata
szczurek AND_grzegorz
cykl G2_zastąpienie
przechowywanie G1_kontakt
skierowanie SUBJ_zażądać
monarchia AND_dziedzictwo
koncepcja G1_budowla
wnioskodawca SUBJ_zaliczać
rejon G1_palma
roślina SUBJ_wykorzystywać
roślina letni
zwycięstwo G1_schumacher
czerń AND_mowa
powiązanie mocniejszy
treść AND_istota
państwo olbrzymi
jachowicz G2_pośrednictwo
emisja AND_odwrócenie
premier SUBJ_utopić
kamyk AND_cząstka
koncert setny
książka SUBJ_obnażać
odbieranie G2_styl
trybunał G2_biuro
siła SUBJ_zrównoważyć
walczak SUBJ_odsłonić
as radziecki
przypadek G1_poddanie
masa rzeczywisty
lektura AND_obraz
trzecioligowiec G2_zespół
beczkowóz SUBJ_stać_stoi
wygląd G1_okolica
płat SUBJ_tworzyć
przełączenie G1_goa
recenzja AND_reklama
obyczaj panujący
korzystanie AND_kupno
koncepcja SUBJ_domówić
wodniak SUBJ_trwać
rok_roki G2_obcokrajowiec
zabudowanie AND_grunt
losowanie SUBJ_dostarczyć
informatyzacja AND_administracja
zestaw G1_standard
metro G2_piłka
sygnał jednoliterowy
kwiat G1_czekoladka
ujmowanie G1_wartość
siatka SUBJ_zakładać
dal G2_coś
planet AND_załamanie
belweder SUBJ_faworyzować
autentyczność SUBJ_przydawać
socjaldemokrata G2_rząd
drapieżność G1_kształt
zawodnik G1_astoria
igliwie mokry
teofil SUBJ_wykraść
cyfra SUBJ_przekraczać
wspinaczka AND_nurkowanie
nieboszczyk SUBJ_cieszyć
gospodarstwo G2_artykuł
senior kolejny
licznik G2_zamknięcie
cień AND_samotność
zamek AND_watykan
prawo hydrodynamiczny
osinobus G1_środek
szkoła G1_posługiwanie
blank SUBJ_zanurzyć
teatrzyk SUBJ_cienić
wytaczanie SUBJ_wykluczać
nadleśniczy AND_rządca
album G1_sterta
przekraczanie G1_rzeka
konar zwisający
hasło SUBJ_polecić
zainteresowanie naturalny
szkodliwość AND_historia
pojęcie G1_optimum
konstruktor G1_prototyp
jarzmo nowy
deprecjonowanie G1_praca
prawo G1_potrącenie
problem G1_cenzura
planeta G2_energia
odmiana G1_winorośl
światło szary
świerczewski G2_ulica
marta AND_bród
kwartet AND_sonata
rodzina narciarski
wspomnienie niemiły
sytuacja G1_zakład
data G2_rojowisko
wygląd SUBJ_imitować
kwiatkowski SUBJ_posłużyć
ścieżka G2_dodawanie
konformizm G2_charakter
docent AND_asystent
rekompensata G1_wstrzymanie
niezręczność SUBJ_narastać
myśliwiec G2_warszawa
uśmieszek SUBJ_przejść
następca zmodernizowany
usunięcie AND_wczytanie
prozaik najwybitniejszy
dostosowywanie G1_kryterium
splot odpowiedni
wrocławianka SUBJ_objąć
rejestrowanie G1_moment
franek AND_józek
ramadan G2_początek
dostępność nieograniczony
właściwość AND_terminologia
organizm zdrowszy
sąd G2_sekretariat
uczciwość AND_świeżość
wrażliwość ogromny
podatnik AND_przedmiot
stodoła AND_dziedziniec
napis SUBJ_przerywać
ruda G2_odpad
biznesmen AND_polityk
maj G2_most
specjalista czeski
górnik G2_przyszłość
upór chorobliwy
książka G2_handlara
pobór G1_myto
równia G1_mila
klip G2_wyświetlenie
wersja SUBJ_umieszczać
samorządność akademicki
światło wyrazisty
krewny SUBJ_obrzucać
cnota G1_administrowanie
przetwarzanie AND_wizualizacja
poniżenie AND_zapomnienie
cela G2_ściana
kronika G1_nazista
linek SUBJ_dziać
oferent G2_nazwisko
szczotka AND_opalanie
modelka SUBJ_osiągnąć
wojaczka AND_polityka
szaleństwo G2_poryw
mężczyzna władczy
odpowiedź G2_doprecyzowanie
cecha SUBJ_rozpoznawać
zachcianka AND_gust
tyczkarz polski
medium SUBJ_zamieszczać
inspirator AND_animator
socrealizm G2_epoka
anna AND_przygoda
żagielek G2_armada
kształtowanie G1_cywilizacja
bąk G2_nazwa
tunel G2_wprowadzenie
kariera G2_symbol
telewidz SUBJ_podniecić
testowanie G1_twarz
kobieta G2_paryż
organizowanie G1_wywiadówka
podobizna SUBJ_umieścić
imieniny SUBJ_wyprawiać
próba najnowszy
słoma SUBJ_spalić
kurek SUBJ_skręcić
próba G2_nasilenie
delegat G1_bila
kocioł G2_producent
ufność G2_stropienie
błoto cały
melodia SUBJ_usłyszeć
milion G1_zaleta
milioner AND_filantrop
realizacja AND_odległość
budowa AND_starówka
szala SUBJ_przechylać
hetman zaporoski
życie G1_góralka
cer AND_łata
ośrodek najwyższy
fermentacja naturalny
huta powstały
zaufanie SUBJ_nadwątlać
matka okrutny
strata G2_odrobienie
sara SUBJ_zmuszać
odebranie G1_dieta
tkanka G2_zlikwidowanie
dziennikarka G1_gazeta
stalexport AND_elektromontaż
złoczyńca SUBJ_pozostać
kolczyk AND_pasemko
poruszanie AND_zoom
struga SUBJ_gęstnieć
wyrugowanie G2_próba
recesja G2_rok_roki
mirella SUBJ_zajmować
kolektor G2_awaria
wyjątek rażący
blacha SUBJ_dotrzeć
nasienie G2_wybieranie
córka dziesięcioletni
scenografia AND_rysunek
zniewolenie AND_ograniczenie
urządzenie G1_klomb
stanisława AND_guta
tama G2_wichura
węgrzynowski AND_syn
doskonalenie G1_taktyka
niepołomiczanin G2_strzelec
ujawnianie AND_piętnowanie
piosenka G1_agnieszka
zarost szorstki
stan tytułowy
koszyczek kulisty
noga podkulony
przydatność SUBJ_zachowywać
orzeł aztecki
uniwersytet AND_kolegium
opactwo AND_zdrój
pazur AND_kudły
ceramika AND_warta
tomasz AND_brandys
dziecko SUBJ_wyedukować
synod G2_rola
wańczyk AND_knurowski
tryba SUBJ_określać
pożądanie G1_absolut
premier G2_depesza
